review_id,review_description,rating,thumbs_up,review_date,appVersion,language_code,country_code,has_developer_response,response_delay_days,invalid_response_delay,sentiment,needs_attention,word_count,char_count,exclamation_count,question_count,uppercase_ratio,avg_word_length,review_year,review_month_num,review_month_name,review_quarter,review_day_name,is_weekend,thumbs_up_log,review_length_band,engagement_band,app_version_major,response_delay_band,responded_within_7_days,priority_score,priority_level,predicted_response_probability_oof,predicted_response_class_oof,unanswered_attention_review
1f439183-a0f3-40bd-ae69-a76ff1e879ff,Good,3,0,2023-08-08 14:37:00,23.02.25000,en,us,1,80.91527777777777,False,Neutral,1,1,4,0,0,0.25,4.0,2023,8,Aug,Q3,Tuesday,0,0.0,Very short,No votes,23,31-180 days,0.0,60.4,Medium,0.9558031863154814,1,0
1d5409c3-372a-4c49-9583-301a13bb79bb,"I've been using this app for years, and I absolutely love it. I love that we can finally send a backup to another source, so I don't have to keep downloading it and adding my passwords every time I switch phones.",5,9,2023-07-25 17:53:00,23.02.25000,en,us,1,0.20208333333333334,False,Positive,0,41,212,0,0,0.02358490566037736,4.195121951219512,2023,7,Jul,Q3,Tuesday,0,2.302585092994046,Medium,Medium,23,Within 1 day,1.0,54.400000000000006,Medium,0.7693157405406896,1,0
302564a8-15db-413d-a166-e9286de1efd3,Easy to use. Great having to remember only one password. It needs to have more categories for easier queries.,4,3,2023-07-23 20:11:00,23.02.25000,en,us,1,96.68402777777777,False,Positive,0,19,109,0,0,0.027522935779816515,4.7894736842105265,2023,7,Jul,Q3,Sunday,1,1.3862943611198906,Short,Medium,23,31-180 days,0.0,53.6,Medium,0.8718742291778303,1,0
99df5404-b4e4-4a06-aa5c-382a667d65bf,Love your app😘😘😘😘,5,0,2023-07-16 02:08:00,23.02.25000,en,us,1,104.43680555555555,False,Positive,0,3,17,0,0,0.058823529411764705,5.0,2023,7,Jul,Q3,Sunday,1,0.0,Very short,No votes,23,31-180 days,0.0,21.2,Low,0.611193492588644,1,0
d311db8e-a04a-48ea-9307-91fe7c91b868,Faina aplicația. E simplă și are tot ce am nevoie. Imi place că pot sa pun icoane personalizate si ca am auto backup,5,0,2023-07-11 13:21:00,23.02.25000,en,us,0,,False,Positive,0,23,116,0,0,0.02586206896551724,4.086956521739131,2023,7,Jul,Q3,Tuesday,0,0.0,Medium,No votes,23,,,29.200000000000003,Low,0.8587916969039274,1,0
7377d064-c17b-422a-8da3-7d42a175f289,Very good,5,0,2023-06-30 21:07:00,23.02.25000,en,us,1,119.64583333333333,False,Positive,0,2,9,0,0,0.1111111111111111,4.0,2023,6,Jun,Q2,Friday,0,0.0,Very short,No votes,23,31-180 days,0.0,20.8,Low,0.26654434275139327,0,0
e62c5618-3d5e-4c38-8495-710b8f948ef6,Great app. Nice to have: Copy and paste without edit or direct auto fill of password.,5,5,2023-06-17 13:05:00,23.02.25000,en,us,0,,False,Positive,0,16,85,0,0,0.03529411764705882,4.375,2023,6,Jun,Q2,Saturday,1,1.791759469228055,Short,Medium,23,,,36.4,Low,0.7363756102798527,1,0
ae1fa209-e345-4e10-8dab-3d3c85bc3ac5,Love this application,5,0,2023-05-29 20:39:00,18.0.0,en,us,1,0.007638888888888889,False,Positive,0,3,21,0,0,0.047619047619047616,6.333333333333333,2023,5,May,Q2,Monday,0,0.0,Very short,No votes,18,Within 1 day,1.0,21.2,Low,0.23540971260302831,0,0
8eb79704-0fe1-4e0e-b15d-87a0614f6141,I downloaded this app so I wouldn't have to guess and make up one!! The very first thing I have to do with this when I open it is MAKE UP A PASSWORD!!!,1,1,2023-04-28 10:35:00,Unknown,en,us,1,183.08819444444444,False,Negative,1,33,151,5,0,0.13245033112582782,3.606060606060606,2023,4,Apr,Q2,Friday,0,0.6931471805599453,Medium,Low,Unknown,Over 180 days,0.0,115.2,High,0.9355219969484483,1,0
9b655e5c-ed7b-42b8-a777-b1db85a028d7,Excellent,5,0,2023-04-22 02:21:00,23.02.25000,en,us,1,189.43194444444444,False,Positive,0,1,9,0,0,0.1111111111111111,9.0,2023,4,Apr,Q2,Saturday,1,0.0,Very short,No votes,23,Over 180 days,0.0,20.4,Low,0.531358088757729,1,0
7227c565-6380-4bab-a185-9e75b175fba1,"Been using for several years and I still love it!!! Easy to use, convenient, it's exactly what I needed one place to put all those irritating passwords that have to be changed every time I turn around. --- One app that hasn't changed in a long list of installs and uninstalled...this has stood the test of time.",5,5,2023-02-28 21:28:00,23.02.25000,en,us,1,0.19375,False,Positive,0,57,311,3,0,0.01929260450160772,4.473684210526316,2023,2,Feb,Q1,Tuesday,0,1.791759469228055,Long,Medium,23,Within 1 day,1.0,50.0,Medium,0.5027924053627361,1,0
dda87238-d4c4-4463-8d31-f8f76b81edee,"Hello, can you please tell me how to recover the login password...I am totally locked out as I cant login and access other passwords. Thanks great work.",5,2,2023-01-07 21:34:00,22.12.24000,en,us,1,,True,Positive,0,27,152,0,0,0.02631578947368421,4.666666666666667,2023,1,Jan,Q1,Saturday,1,1.0986122886681098,Medium,Low,22,,0.0,34.8,Low,0.8532165336366286,1,0
7df89e33-4fc1-4d36-9038-c726cea4f66a,"Easy, user friendly & what i like the most, backup files can be saved in various ways",5,1,2023-01-02 05:50:00,Unknown,en,us,1,0.7770833333333333,False,Positive,0,17,85,0,0,0.011764705882352941,4.0588235294117645,2023,1,Jan,Q1,Monday,0,0.6931471805599453,Short,Low,Unknown,Within 1 day,1.0,28.8,Low,0.22359672736337272,0,0
34b63e1b-d877-422d-b642-da50984cc4cc,Great for saving password,5,0,2022-12-29 23:29:00,22.12.24000,en,us,1,0.5409722222222222,False,Positive,0,4,25,0,0,0.04,5.5,2022,12,Dec,Q4,Thursday,0,0.0,Very short,No votes,22,Within 1 day,1.0,21.6,Low,0.7125130524469084,1,0
72bd8e04-fb56-4626-a3fc-a17e83bf5e2a,The initial problem of downloading my backup has been resolved though had a few issues that I managed to sort So I wanted a paper print out as I want to review and change some passwords but what used to be a 6 page print out is now 28+ pages as the conversion to PDF includes all the tags several times over plus some other data it did not used to this happens on both phones so is not a phone issue. Otherwise I am impressed get this bug squashed and I will buy the full version.,3,10,2022-12-28 18:38:00,22.12.24000,en,us,1,11.234722222222222,False,Neutral,1,97,480,0,0,0.022916666666666665,3.9587628865979383,2022,12,Dec,Q4,Wednesday,0,2.3978952727983707,Long,Medium,22,8-30 days,0.0,100.0,High,0.9980691741046851,1,0
5f06fefc-907d-4294-994d-bceed8c7c2e0,Super useful! Not a single complain at all.,5,0,2022-12-27 11:19:00,22.12.18000,en,us,1,1.30625,False,Positive,0,8,43,1,0,0.046511627906976744,4.5,2022,12,Dec,Q4,Tuesday,0,0.0,Short,No votes,22,2-7 days,1.0,23.2,Low,0.7704472149094914,1,0
6822fb8c-3a28-4a64-ab5f-d0923c0626aa,Great,5,0,2022-12-19 00:59:00,22.11.23001,en,us,1,2.495833333333333,False,Positive,0,1,5,0,0,0.2,5.0,2022,12,Dec,Q4,Monday,0,0.0,Very short,No votes,22,2-7 days,1.0,20.4,Low,0.604245434247233,1,0
64c3ce2e-ea60-4b23-ac4e-dd9a43035c12,Really useful,5,0,2022-12-09 16:09:00,22.11.23001,en,us,1,1.0125,False,Positive,0,2,13,0,0,0.07692307692307693,6.0,2022,12,Dec,Q4,Friday,0,0.0,Very short,No votes,22,2-7 days,1.0,20.8,Low,0.8021997382660252,1,0
f15534a2-1576-413c-b144-45596bc4feac,Fantastic!,5,0,2022-12-08 21:48:00,22.11.23001,en,us,1,1.7770833333333333,False,Positive,0,1,10,1,0,0.1,10.0,2022,12,Dec,Q4,Thursday,0,0.0,Very short,No votes,22,2-7 days,1.0,20.4,Low,0.8497001961454508,1,0
7d64e4c2-e730-4976-b0ae-2555d64c6f38,"The update threw me for a loop, but otherwise this app is a lifesaver.",5,0,2022-12-08 18:55:00,22.11.23001,en,us,0,,False,Positive,0,14,70,0,0,0.014285714285714285,4.071428571428571,2022,12,Dec,Q4,Thursday,0,0.0,Short,No votes,22,,,25.6,Low,0.9138872306165324,1,0
33ac1dee-a328-4f0c-adc2-7a7ee7d3afe5,Do not install this app no support won't even respond to texts installed password option to manager pass it has locked me out after first time using that feature It seems I am stocked Writing this in hope someone sees it and maybe I get help Just discovered have no option to send this review,1,1,2022-12-07 20:05:00,22.11.23001,en,us,1,324.70625,False,Negative,1,55,292,0,0,0.02054794520547945,4.327272727272727,2022,12,Dec,Q4,Wednesday,0,0.6931471805599453,Long,Low,22,Over 180 days,0.0,122.0,High,0.9999319122451054,1,0
be9ecb47-83c9-4687-bd97-b406e27c02b0,I love this ap. All of my passwords in one place.,4,0,2022-12-05 03:02:00,22.11.23001,en,us,1,0.7569444444444444,False,Positive,0,11,49,0,0,0.04081632653061224,3.5454545454545454,2022,12,Dec,Q4,Monday,0,0.0,Short,No votes,22,Within 1 day,1.0,44.4,Low,0.939915655325796,1,0
63f04896-4657-4886-8cc0-e87dbe527c84,This app lost all my stored passwords one day it was fi e the next nothing.....,1,0,2022-12-02 18:34:00,22.11.23001,en,us,1,329.7715277777778,False,Negative,1,16,79,0,0,0.012658227848101266,4.0,2022,12,Dec,Q4,Friday,0,0.0,Short,No votes,22,Over 180 days,0.0,106.4,High,0.9999124770479664,1,0
0b0a1256-eb5c-4c48-9bf1-da2e07ad827c,I like it!,5,0,2022-09-26 21:38:00,18.0.0,en,us,0,,False,Positive,0,3,10,1,0,0.1,2.6666666666666665,2022,9,Sep,Q3,Monday,0,0.0,Very short,No votes,18,,,21.2,Low,0.29556343636874177,0,0
5871a746-5c13-47e8-a3aa-12d7d92d971e,EDIT Used for years but now won't back up and no response from reports 😡 Brilliant app... nice clear appearance. Love it that can match icons and make own categories. So useful to have to hand. Thank you xx,2,3,2022-05-31 20:20:00,18.0.0,en,us,1,514.7027777777778,False,Negative,1,39,206,0,0,0.043689320388349516,4.3076923076923075,2022,5,May,Q2,Tuesday,0,1.3862943611198906,Medium,Medium,18,Over 180 days,0.0,101.6,High,0.964736236334452,1,0
72085cd9-d0c1-4205-883a-6e9f829e7661,"This is a ""Very Good"" appt for password storage. I use it quite frequent.",5,0,2022-04-07 21:51:00,18.0.0,en,us,0,,False,Positive,0,14,73,0,0,0.0547945205479452,4.285714285714286,2022,4,Apr,Q2,Thursday,0,0.0,Short,No votes,18,,,25.6,Low,0.16861875690902703,0,0
201ced7f-6328-44b2-b2ab-cbc8a2d5fd61,Nice app. Wish I could share the data with my other devices,3,0,2022-04-03 21:51:00,18.0.0,en,us,1,572.6409722222222,False,Neutral,1,12,59,0,0,0.05084745762711865,4.0,2022,4,Apr,Q2,Sunday,1,0.0,Short,No votes,18,Over 180 days,0.0,64.8,Medium,0.7831869412782888,1,0
21dd881e-6890-4647-9f68-cb6933a87dd0,I just started using this app so I'm not going to give it 5 stars yet . But let's see hopefully this one will work out. JMM,3,0,2022-02-25 05:02:00,18.0.0,en,us,1,610.3423611111111,False,Neutral,1,27,123,0,0,0.04878048780487805,3.5925925925925926,2022,2,Feb,Q1,Friday,0,0.0,Medium,No votes,18,Over 180 days,0.0,70.8,High,0.7293595309262887,1,0
19c504aa-9098-44bc-8f80-a2465f4d7b5b,Great,5,0,2022-02-18 20:49:00,18.0.0,en,us,0,,False,Positive,0,1,5,0,0,0.2,5.0,2022,2,Feb,Q1,Friday,0,0.0,Very short,No votes,18,,,20.4,Low,0.08762142292215834,0,0
c1d37bc3-73cb-436b-9283-8640b007f336,Thank you so much ❤️ have a great day,5,1,2022-01-27 21:51:00,Unknown,en,us,0,,False,Positive,0,9,37,0,0,0.02702702702702703,3.2222222222222223,2022,1,Jan,Q1,Thursday,0,0.6931471805599453,Short,Low,Unknown,,,25.6,Low,0.4170150372716946,0,0
a812dd8a-9291-4034-a40f-228cf324b6b1,Okay so far!🇺🇸🇺🇸 future now greatest thing I've seen 🙌 👏/saved me!!!🇺🇸🇺🇸🐕‍🦺,5,0,2022-01-03 20:10:00,Unknown,en,us,0,,False,Positive,0,12,75,4,0,0.02666666666666667,5.333333333333333,2022,1,Jan,Q1,Monday,0,0.0,Short,No votes,Unknown,,,24.8,Low,0.11236387157769304,0,0
7fd56238-57fa-460b-9bb9-959dc79e38dd,. No way to import passwords.,2,0,2021-10-02 19:15:00,18.0.0,en,us,1,755.7534722222222,False,Negative,1,6,29,0,0,0.034482758620689655,4.0,2021,10,Oct,Q4,Saturday,1,0.0,Short,No votes,18,Over 180 days,0.0,82.4,High,0.9518455760955064,1,0
3348781b-ed1c-447c-8fe0-3f887ec2c5b3,Saves my all password with just 1 password. I'm using it from a year ago and it's still super useful.,5,6,2021-08-02 10:19:00,18.0.0,en,us,0,,False,Positive,0,20,101,0,0,0.019801980198019802,4.1,2021,8,Aug,Q3,Monday,0,1.9459101490553132,Short,Medium,18,,,40.0,Low,0.2091603066379467,0,0
b4a97964-5ec6-48ee-8069-ea69aa952ae8,Great app I have used it for years and thankful it does the job well,5,1,2021-04-17 11:35:00,18.0.0,en,us,0,,False,Positive,0,15,68,0,0,0.029411764705882353,3.6,2021,4,Apr,Q2,Saturday,1,0.6931471805599453,Short,Low,18,,,28.0,Low,0.1711475411876555,0,0
1f452402-1ff3-45e3-a9a2-b9c09e8b5a87,👌,5,0,2021-02-26 07:06:00,18.0.0,en,us,0,,False,Positive,0,1,1,0,0,0.0,1.0,2021,2,Feb,Q1,Friday,0,0.0,Very short,No votes,18,,,20.4,Low,0.07810784097081806,0,0
3cba1e68-0ec7-4b25-8fee-0a6631316bf4,"Very good application, easy to use",5,1,2021-01-02 17:13:00,18.0.0,en,us,0,,False,Positive,0,6,34,0,0,0.029411764705882353,4.833333333333333,2021,1,Jan,Q1,Saturday,1,0.6931471805599453,Short,Low,18,,,24.4,Low,0.0821851177762952,0,0
cc890337-30b6-4c55-997d-0f39a33fb32c,"Warning do not install. If you ever want to change your phone. App developers are not responding , leaving feedback/issues through the app does not work and backing up or restoring of data is no longer supported",1,19,2020-11-18 17:15:00,18.0.0,en,us,1,1073.8395833333334,False,Negative,1,37,211,0,0,0.014218009478672985,4.72972972972973,2020,11,Nov,Q4,Wednesday,0,2.995732273553991,Medium,High,18,Over 180 days,0.0,152.8,High,0.9529365237760585,1,0
a4f9cf73-88de-426a-93ca-6aa6c353906c,"Hi wont restore from my google drive Says "" password manager requires one or more google play services that are not currently available. Please contact the developer for assistance"" I've never had this issue before. Please help, when I try to get help says no internet connection",1,7,2020-11-16 16:25:00,Unknown,en,us,1,1075.875,False,Negative,1,47,279,0,0,0.021505376344086023,4.957446808510638,2020,11,Nov,Q4,Monday,0,2.0794415416798357,Medium,Medium,Unknown,Over 180 days,0.0,132.8,High,0.9965046524273875,1,0
d0b23a55-db9a-45b4-96f7-176c10288823,Good,4,0,2020-09-17 23:58:00,18.0.0,en,us,0,,False,Positive,0,1,4,0,0,0.25,4.0,2020,9,Sep,Q3,Thursday,0,0.0,Very short,No votes,18,,,40.4,Low,0.13071443093472043,0,0
3a4b58d5-7fe3-47d0-a155-611a9ebf7560,Update App please.,5,0,2020-09-16 06:15:00,18.0.0,en,us,0,,False,Positive,0,3,18,0,0,0.1111111111111111,5.333333333333333,2020,9,Sep,Q3,Wednesday,0,0.0,Very short,No votes,18,,,21.2,Low,0.07051057914440735,0,0
35594743-0b65-4e55-842e-3e2e32e86ac2,Very helpful app,5,0,2020-09-06 03:46:00,18.0.0,en,us,0,,False,Positive,0,3,16,0,0,0.0625,4.666666666666667,2020,9,Sep,Q3,Sunday,1,0.0,Very short,No votes,18,,,21.2,Low,0.10283065798763219,0,0
88b34d21-c249-49c2-9297-8fbafc6887f9,I love this app! It's so easy to use & no complex icons in the password setup features. Still loving it.,5,3,2020-08-19 02:33:00,18.0.0,en,us,0,,False,Positive,0,21,104,1,0,0.028846153846153848,4.0,2020,8,Aug,Q3,Wednesday,0,1.3862943611198906,Medium,Medium,18,,,34.4,Low,0.09211457128932217,0,0
17c9797d-ef6a-424c-8665-a986a9b0e112,"I'm having problem to backup all passwords to Google drive. Error message says: password manager requires one or more Google play services. Please contact the deleveloper. I have backed up all passwords to my Google drive several times earlier, but now I can't. Please provide me a solution. Also I tried to use the option ""report an issue"" from the app inside, which too doesn't work saying ""something went wrong, check your internet connection"", although internet was working.",4,31,2020-08-08 01:20:00,18.0.0,en,us,0,,False,Positive,0,78,478,0,0,0.02301255230125523,5.141025641025641,2020,8,Aug,Q3,Saturday,1,3.4657359027997265,Long,High,18,,,100.0,High,0.8848741853726398,1,0
2c9df9ed-439a-4bbc-91b2-149206444621,Simple to use and effective.,5,0,2020-07-17 16:58:00,18.0.0,en,us,0,,False,Positive,0,5,28,0,0,0.03571428571428571,4.8,2020,7,Jul,Q3,Friday,0,0.0,Very short,No votes,18,,,22.0,Low,0.06351713491095666,0,0
eb2aa81b-e705-4737-8a29-3966c9302df7,Best password app yet!,4,0,2020-06-08 16:41:00,18.0.0,en,us,0,,False,Positive,0,4,22,1,0,0.045454545454545456,4.75,2020,6,Jun,Q2,Monday,0,0.0,Very short,No votes,18,,,41.6,Low,0.27313274112663144,0,0
cf24cfe6-6fa0-4b15-84e2-be241ef0a553,Works well,5,0,2020-05-04 04:40:00,18.0.0,en,us,0,,False,Positive,0,2,10,0,0,0.1,4.5,2020,5,May,Q2,Monday,0,0.0,Very short,No votes,18,,,20.8,Low,0.08265195955895588,0,0
ed42d5d7-4ec3-42e6-bde1-1a26b540fa14,"Great app, easy to use",5,0,2020-04-02 08:43:00,18.0.0,en,us,0,,False,Positive,0,5,22,0,0,0.045454545454545456,3.6,2020,4,Apr,Q2,Thursday,0,0.0,Very short,No votes,18,,,22.0,Low,0.04694435049952764,0,0
1c738eed-dbcc-474a-b8e2-1e50afa6ee3d,Easy,5,0,2020-03-18 15:26:00,18.0.0,en,us,0,,False,Positive,0,1,4,0,0,0.25,4.0,2020,3,Mar,Q1,Wednesday,0,0.0,Very short,No votes,18,,,20.4,Low,0.047147630165834065,0,0
a9ac33b8-1a1b-41c6-902f-7c03593047fc,I keeps me in order. I love it and have recommend that my daughter use it.,5,2,2020-03-18 00:00:00,18.0.0,en,us,0,,False,Positive,0,16,74,0,0,0.02702702702702703,3.6875,2020,3,Mar,Q1,Wednesday,0,1.0986122886681098,Short,Low,18,,,30.4,Low,0.08481934045785854,0,0
b3ceb31f-2b9e-48a8-819f-c5f19909f6c4,Great app for keeping track of the many password changes to the different apps,5,0,2020-03-12 19:22:00,18.0.0,en,us,0,,False,Positive,0,14,78,0,0,0.01282051282051282,4.642857142857143,2020,3,Mar,Q1,Thursday,0,0.0,Short,No votes,18,,,25.6,Low,0.08478971639407297,0,0
7252195c-b0c0-4764-acc1-1e35b4b7576b,This app has been a life saver. Having so many passwords to keep up with can be difficult but this app allows me to keep all of them in one spot.,4,7,2020-02-20 18:43:00,Unknown,en,us,0,,False,Positive,0,31,145,0,0,0.013793103448275862,3.7096774193548385,2020,2,Feb,Q1,Thursday,0,2.0794415416798357,Medium,Medium,Unknown,,,66.4,Medium,0.6041140526240643,1,0
687e4935-93ba-454e-bac0-442b188c63b4,I love it,5,0,2020-01-08 23:01:00,18.0.0,en,us,0,,False,Positive,0,3,9,0,0,0.1111111111111111,2.3333333333333335,2020,1,Jan,Q1,Wednesday,0,0.0,Very short,No votes,18,,,21.2,Low,0.05398421627926143,0,0
3a81dd9c-36b1-473b-8703-f28fe6efffd2,Great app!,5,0,2020-01-04 07:34:00,18.0.0,en,us,0,,False,Positive,0,2,10,1,0,0.1,4.5,2020,1,Jan,Q1,Saturday,1,0.0,Very short,No votes,18,,,20.8,Low,0.02885406716742554,0,0
a8d8574a-dd23-4b32-b58e-5a11c2e0799e,It easy and so fare works,5,1,2020-01-03 09:57:00,18.0.0,en,us,0,,False,Positive,0,6,25,0,0,0.04,3.3333333333333335,2020,1,Jan,Q1,Friday,0,0.6931471805599453,Short,Low,18,,,24.4,Low,0.039648345993841774,0,0
76c8e3e3-fec7-4390-be5b-85415075b003,Very good apps,4,0,2019-12-30 16:29:00,18.0.0,en,us,0,,False,Positive,0,3,14,0,0,0.07142857142857142,4.0,2019,12,Dec,Q4,Monday,0,0.0,Very short,No votes,18,,,41.2,Low,0.18914314231688825,0,0
9a17a977-d1cb-49d9-bd48-1ad57cc37444,Just the best,5,0,2019-12-17 16:41:00,18.0.0,en,us,0,,False,Positive,0,3,13,0,0,0.07692307692307693,3.6666666666666665,2019,12,Dec,Q4,Tuesday,0,0.0,Very short,No votes,18,,,21.2,Low,0.11523148542567754,0,0
7aada3e2-a836-421a-9e09-412bc195a055,Love this app!!! Just don't forget your password!! It's so well protected your the only one who can open your information .,5,5,2019-12-06 22:05:00,18.0.0,en,us,0,,False,Positive,0,22,123,5,0,0.024390243902439025,4.636363636363637,2019,12,Dec,Q4,Friday,0,1.791759469228055,Medium,Medium,18,,,38.8,Low,0.03004064572901944,0,0
0e38226c-ba5c-4e2e-93fa-b03d519e872c,good,5,0,2019-11-16 06:29:00,18.0.0,en,us,0,,False,Positive,0,1,4,0,0,0.0,4.0,2019,11,Nov,Q4,Saturday,1,0.0,Very short,No votes,18,,,20.4,Low,0.07806533684928156,0,0
